LBM 100E,LBM 90E,LBM 80E,LBM 70E,LBM 60E,LBM 50E,LBM 40E,LBM 30E,LBM 20E,LBM 10E,LBM 100F
1.382320486,1.343168896,1.304123126,1.265185239,1.226357352,1.187641636,1.149040324,1.110555704,1.072190128,1.03394601,0.995825832
1.454861213,1.407187584,1.359898081,1.313000066,1.266501087,1.220408889,1.174731417,1.129476826,1.084653485,1.040269987,0.996335153
1.529996674,1.473794624,1.418182402,1.363175403,1.30878956,1.255041371,1.201947924,1.149526923,1.097796715,1.046776322,0.996485471
1.447099463,1.401161237,1.355419234,1.309882239,1.264559567,1.219461108,1.17459737,1.129979526,1.085619473,1.041529884,0.997724281
1.522423923,1.468295994,1.414461255,1.360934962,1.307733451,1.254874231,1.20237609,1.150259222,1.098545351,1.047257886,0.996422083
1.318798028,1.28738157,1.255934775,1.224455446,1.192941172,1.161389295,1.129796882,1.098160687,1.066477106,1.03474213,1.002951285
1.443617039,1.397284345,1.351092624,1.305050073,1.259165537,1.213448575,1.167909534,1.122559628,1.077411037,1.032477007,0.987771973
1.373628606,1.33411522,1.294611738,1.255118965,1.215637792,1.176169217,1.136714351,1.097274443,1.057850897,1.018445299,0.979059446
1.407826207,1.364908979,1.32199175,1.279074522,1.236157293,1.193240065,1.150322836,1.107405608,1.064488379,1.021571151,0.978653922
1.316079036,1.284900017,1.253199586,1.220974042,1.188219649,1.154932637,1.121109199,1.086745491,1.051837634,1.016381709,0.980373763
1.247208543,1.217367954,1.186994011,1.156088625,1.124653693,1.092691108,1.060202751,1.027190493,0.9936562,0.959601725,0.925028915
1.082655114,1.070310722,1.056807894,1.04213436,1.026277676,1.00922522,0.990964191,0.971481604,0.950764288,0.928798881,0.905571828
0.89141917,0.89967069,0.906269333,0.911173202,0.914338974,0.915721835,0.915275419,0.912951736,0.908701104,0.902472073,0.894211343
0.83023055,0.84202042,0.852411501,0.861348519,0.868773252,0.874624328,0.878837008,0.881342951,0.882069963,0.880941721,0.877877471
0.752158616,0.767597746,0.782084432,0.795561404,0.807966705,0.819233206,0.829288051,0.838052034,0.84543889,0.851354494,0.855695943
0.772451341,0.785084214,0.79687144,0.807760194,0.817693154,0.826608018,0.834436949,0.841105946,0.846534127,0.850632914,0.853305089
0.732553284,0.746693524,0.760449596,0.773789485,0.786677521,0.799073834,0.810933723,0.822206901,0.83283659,0.842758442,0.851899236
0.776669302,0.78765183,0.797839656,0.807182566,0.815626025,0.823110702,0.829571931,0.834939094,0.839134927,0.842074712,0.843665362
0.72028705,0.735478865,0.750145887,0.764247465,0.777738635,0.790569538,0.802684731,0.814022385,0.824513342,0.834079985,0.842634918
0.653538563,0.674633006,0.695442505,0.71594164,0.736101874,0.755891063,0.775272864,0.794206027,0.81264354,0.830531582,0.847808252
0.616136543,0.639780325,0.663424107,0.687067888,0.71071167,0.734355452,0.757999234,0.781643016,0.805286798,0.82893058,0.852574362
0.681056803,0.700416717,0.719340493,0.73783412,0.755903481,0.773554349,0.790792396,0.807623188,0.824052195,0.840084788,0.855726241
0.780126524,0.795578948,0.810196469,0.823998582,0.837004184,0.849231589,0.860698556,0.871422306,0.881419546,0.890706485,0.899298852
0.827619494,0.838971567,0.849476245,0.859172619,0.868097412,0.876285154,0.883768347,0.890577608,0.896741806,0.902288185,0.907242475
0.935498183,0.933170148,0.930429915,0.927314013,0.923854778,0.92008094,0.91601811,0.911689193,0.907114734,0.902313219,0.89730132
0.980691707,0.97522499,0.969326844,0.963035958,0.956386527,0.949408891,0.942130058,0.934574154,0.926762794,0.918715403,0.910449483
0.980372149,0.97681893,0.972844392,0.96848619,0.963777619,0.958748233,0.95342435,0.947829488,0.941984724,0.935909007,0.929619414
0.969070498,0.967485521,0.965150023,0.962121714,0.958452537,0.954189366,0.949374614,0.944046751,0.938240749,0.931988473,0.92531902
0.905272942,0.909048636,0.912029454,0.914269602,0.915818469,0.916721147,0.917018891,0.916749515,0.915947748,0.914645539,0.912872332
0.873042294,0.880287952,0.886904578,0.89293656,0.898424203,0.903404191,0.907909985,0.911972167,0.915618747,0.918875423,0.921765819
0.997347177,0.994730391,0.991336689,0.987226192,0.982452974,0.977065801,0.971108771,0.964621858,0.95764138,0.950200413,0.94232914
1.084236768,1.069730917,1.05495196,1.039926295,1.024677025,1.009224454,0.993586502,0.977779041,0.961816182,0.945710512,0.929473296
1.191072073,1.164945127,1.13881818,1.112691234,1.086564287,1.06043734,1.034310394,1.008183447,0.9820565,0.955929554,0.929802607
1.12718677,1.107829029,1.088283332,1.068546827,1.048616602,1.028489688,1.008163055,0.987633609,0.966898192,0.945953582,0.924796487
1.007603693,1.00080213,0.993621144,0.986048936,0.978073213,0.969681162,0.960859421,0.951594052,0.941870504,0.931673585,0.920987425
1.043197015,1.033378863,1.023182586,1.012598875,1.001618114,0.990230364,0.978425354,0.966192462,0.953520704,0.940398717,0.92681474
1.023880495,1.018702543,1.013031636,1.006855317,1.000160707,0.992934485,0.98516287,0.976831601,0.967925912,0.958430519,0.948329586
1.06283334,1.053736867,1.044311777,1.034546983,1.024430896,1.01395139,1.003095779,0.991850776,0.980202462,0.968136247,0.955636827
0.972424466,0.97524298,0.977413724,0.978918607,0.979738862,0.979855006,0.979246813,0.977893271,0.975772551,0.972861963,0.96913791
0.974662279,0.978551605,0.981906354,0.984706845,0.986932422,0.98856139,0.989570946,0.989937113,0.989634657,0.98863701,0.986916176
1.030930025,1.031280868,1.031029303,1.030157948,1.028648749,1.026482942,1.02364102,1.020102697,1.015846865,1.010851556,1.005093896
1.040674114,1.040933553,1.040357315,1.038934248,1.036653001,1.033502017,1.029469533,1.024543572,1.018711938,1.011962214,1.004281754
0.99318607,0.996390601,0.999107209,1.001316681,1.002998781,1.004132182,1.004694391,1.004661669,1.004008943,1.002709711,1.000735938
0.941130684,0.950281967,0.959056611,0.967435685,0.975398972,0.98292485,0.989990171,0.996570126,1.002638093,1.008165463,1.013121457
0.838538229,0.856536907,0.874535585,0.892534263,0.910532942,0.92853162,0.946530298,0.964528976,0.982527655,1.000526333,1.018525011
0.836023812,0.855081472,0.874186219,0.893338073,0.912537053,0.93178318,0.951076471,0.970416947,0.989804628,1.009239533,1.028721682
0.954843968,0.965904793,0.976670486,0.98714568,0.997334913,1.007242628,1.016873178,1.026230824,1.035319742,1.044144024,1.052707677
0.971101916,0.981141537,0.990829671,1.0001712,1.009170913,1.017833512,1.026163616,1.034165755,1.041844382,1.049203866,1.0562485
1.041193944,1.044199883,1.046738304,1.048821365,1.050460806,1.051667967,1.052453804,1.052828908,1.052803517,1.052387529,1.051590523
1.019139559,1.025301487,1.030887619,1.035902497,1.040350615,1.044236419,1.04756431,1.050338642,1.052563725,1.054243822,1.055383155
1.147016789,1.137733496,1.128105574,1.118148907,1.107878418,1.09730814,1.08645128,1.075320283,1.063926882,1.052282151,1.040396548
1.202098988,1.188336985,1.174039922,1.159229896,1.143927804,1.128153423,1.111925483,1.095261738,1.078179027,1.060693333,1.042819834
1.224506219,1.208703328,1.192238192,1.175136066,1.157420935,1.139115596,1.12024173,1.100819968,1.080869954,1.060410406,1.039459167
1.286071727,1.261775439,1.23715839,1.212237182,1.187027289,1.161543153,1.135798269,1.109805262,1.083575952,1.057121422,1.030452073
1.220757732,1.20395973,1.186448171,1.168249387,1.149388431,1.129889154,1.109774274,1.089065444,1.067783312,1.045947582,1.023577064
1.325453173,1.29798975,1.269936144,1.241319228,1.212164268,1.18249504,1.152333943,1.12170209,1.090619404,1.059104701,1.027175763
1.435586993,1.393856954,1.352126916,1.310396877,1.268666839,1.2269368,1.185206762,1.143476723,1.101746685,1.060016646,1.018286608
1.352012422,1.32024814,1.288015605,1.255316448,1.222152293,1.188524754,1.154435442,1.119885957,1.084877892,1.049412834,1.013492361
1.341267633,1.307680733,1.273817005,1.23967274,1.205244162,1.170527428,1.135518624,1.100213766,1.064608796,1.028699584,0.992481921
1.361195248,1.32410953,1.286905679,1.249581438,1.212134492,1.174562466,1.136862923,1.099033363,1.06107122,1.02297386,0.984738579
1.381987625,1.342242727,1.302480236,1.262699639,1.222900402,1.18308197,1.143243767,1.103385193,1.063505623,1.023604407,0.983680866
1.317122842,1.282816148,1.248370018,1.213779027,1.179037464,1.144139315,1.10907824,1.073847553,1.038440197,1.002848717,0.967065233
1.351856985,1.313749926,1.275603182,1.237415104,1.19918395,1.160907881,1.12258495,1.084213093,1.045790129,1.00731374,0.968781469
1.354274819,1.313554045,1.272864383,1.232207644,1.19158578,1.151000901,1.110455293,1.069951431,1.029492005,0.98907994,0.948718425
1.387332673,1.341282308,1.295332714,1.249490626,1.203763389,1.158159036,1.112686365,1.067355035,1.022175673,0.977159999,0.93232097
1.358188597,1.314118722,1.270118416,1.226192604,1.182346686,1.138586597,1.094918876,1.05135074,1.007890181,0.96454607,0.92132828
1.311014927,1.270728029,1.230473598,1.190253944,1.150071603,1.109929363,1.069830299,1.029777806,0.989775646,0.949827996,0.90993951
1.310478589,1.270817586,1.231166856,1.19152727,1.1518998,1.112285536,1.072685701,1.033101673,0.993535014,0.953987496,0.914461144
1.216181279,1.185491928,1.154802578,1.124113227,1.093423876,1.062734526,1.032045175,1.001355825,0.970666474,0.939977123,0.909287773
1.246299079,1.212859122,1.179548672,1.146365098,1.113305839,1.080368404,1.047550367,1.014849365,0.982263099,0.949789329,0.917425872
1.262985506,1.229578238,1.196249708,1.162999983,1.129829127,1.096737207,1.063724288,1.030790437,0.997935719,0.965160201,0.932463948
1.283442502,1.249134877,1.21491016,1.180769456,1.146713889,1.112744604,1.078862767,1.045069564,1.011366202,0.977753913,0.944233948
1.234425192,1.204822332,1.175167419,1.14545899,1.11569552,1.08587543,1.055997079,1.026058762,0.996058704,0.965995065,0.935865925
1.212698788,1.186232507,1.1596294,1.132885491,1.105996649,1.07895858,1.05176682,1.024416723,0.996903455,0.969221982,0.941367062
1.172448217,1.150123338,1.127602445,1.104877963,1.081941922,1.058785927,1.035401138,1.011778231,0.987907369,0.963778168,0.939379652
1.112833488,1.096859294,1.080732685,1.064444273,1.047983887,1.031340483,1.014502051,0.997455506,0.980186569,0.96267962,0.944917543
1.073725569,1.062547035,1.051361721,1.040169076,1.028968489,1.017759277,1.006540678,0.995311837,0.984071793,0.972819459,0.961553603
1.058494294,1.050366893,1.042247665,1.034137287,1.026036509,1.017946171,1.009867214,1.001800694,0.993747802,0.985709888,0.977688485
1.152777662,1.137812653,1.122804773,1.107750719,1.092646845,1.077489109,1.062273017,1.046993565,1.031645157,1.016221518,1.000715591
1.038247045,1.033528851,1.028904749,1.024383115,1.019973353,1.015686051,1.01153318,1.007528321,1.003686949,1.000026773,0.99656816
1.109148863,1.098876539,1.088604214,1.07833189,1.068059565,1.05778724,1.047514916,1.037242591,1.026970266,1.016697942,1.006425617
1.204729805,1.182251504,1.160101674,1.138275211,1.116767113,1.095572484,1.074686526,1.054104537,1.033821913,1.013834141,0.994136798
1.124154884,1.10917873,1.094274081,1.079441264,1.064680611,1.049992454,1.035377128,1.020834971,1.006366321,0.99197152,0.97765091
1.063051745,1.053959792,1.044862684,1.035760328,1.026652629,1.017539489,1.008420809,0.999296485,0.990166413,0.981030485,0.97188859
1.032052754,1.027600277,1.023133122,1.018650934,1.014153346,1.009639982,1.005110451,1.000564349,0.996001259,0.99142075,0.986822377
1.048947397,1.043755598,1.038533162,1.033279531,1.027994136,1.022676393,1.017325703,1.011941453,1.006523014,1.001069743,0.995580979
1.113585255,1.102129303,1.090680666,1.07923948,1.067805887,1.05638003,1.044962057,1.033552119,1.022150372,1.010756976,0.999372093
1.130186585,1.117821667,1.105460144,1.093102102,1.080747632,1.068396828,1.056049788,1.043706612,1.031367404,1.019032272,1.006701329
1.119622252,1.108314852,1.097005616,1.085694488,1.074381406,1.063066307,1.051749126,1.040429793,1.029108238,1.017784384,1.006458155
1.146173705,1.132000672,1.117837681,1.103684974,1.089542803,1.075411427,1.061291115,1.047182142,1.033084797,1.018999374,1.004926181
1.06501667,1.057741697,1.050478994,1.043229001,1.03599218,1.028769016,1.021560016,1.014365717,1.007186678,1.00002349,0.992876776
1.097899354,1.086249775,1.074608245,1.062974926,1.051349986,1.039733596,1.028125932,1.016527176,1.004937514,0.993357139,0.981786246
1.067710746,1.057424088,1.047137431,1.036850774,1.026564116,1.016277459,1.005990802,0.995704144,0.985417487,0.97513083,0.964844172
1.002272806,1.000796505,0.999230856,0.997574699,0.995826854,0.99398612,0.992051276,0.990021079,0.987894262,0.985669539,0.983345599
1.021239793,1.019395555,1.017485737,1.015509216,1.013464842,1.011351437,1.009167797,1.006912691,1.004584857,1.002183005,0.999705811
0.962972108,0.96699374,0.970895062,0.974674168,0.97832911,0.981857899,0.985258503,0.988528846,0.991666807,0.99467022,0.997536869
0.974753819,0.979681223,0.984412922,0.988947194,0.993282298,0.997416474,1.001347938,1.005074887,1.008595495,1.011907917,1.015010282
1.023028324,1.022235704,1.021295907,1.020208216,1.018971906,1.017586251,1.016050516,1.014363966,1.012525857,1.010535442,1.008391969
0.989072966,0.991874454,0.994613385,0.997288389,0.999898051,1.002440916,1.004915486,1.007320216,1.009653515,1.011913745,1.014099215
0.946031246,0.953614344,0.96121247,0.968826092,0.976455698,0.984101797,0.991764919,0.999445616,1.007144467,1.014862076,1.022599071
0.99890692,1.001401487,1.003931428,1.006497954,1.009102335,1.011745899,1.014430035,1.017156203,1.019925929,1.022740817,1.02560255
1.007871378,1.010091019,1.012344148,1.014631908,1.016955493,1.019316153,1.021715198,1.024153999,1.026633993,1.029156689,1.031723669
1.063896118,1.061558301,1.059212278,1.056857818,1.054494683,1.052122621,1.049741376,1.047350678,1.044950248,1.042539795,1.040119018
1.125924747,1.119270692,1.112602217,1.10591897,1.099220585,1.092506688,1.085776888,1.079030784,1.072267961,1.065487987,1.058690418
1.171943774,1.161084161,1.150224547,1.139364933,1.12850532,1.117645706,1.106786092,1.095926479,1.085066865,1.074207251,1.063347637
1.208196438,1.193368259,1.178636124,1.163998913,1.149455523,1.135004868,1.120645879,1.106377504,1.092198705,1.078108461,1.064105767
1.263249723,1.241682381,1.220343125,1.19923043,1.178342786,1.157678696,1.137236677,1.117015256,1.097012978,1.077228396,1.057660079
1.322022935,1.293786063,1.266118203,1.239004929,1.212432297,1.186386828,1.160855486,1.135825664,1.111285161,1.087222169,1.063625259
1.429667313,1.385990125,1.343581978,1.302399187,1.262400051,1.223544736,1.185795179,1.149114986,1.113469342,1.078824929,1.045149842
1.355768777,1.321568683,1.288082267,1.25529421,1.223189628,1.191754059,1.160973444,1.130834116,1.101322785,1.072426526,1.044132768
1.453958755,1.408396444,1.363770309,1.320065589,1.277267833,1.235362888,1.194336897,1.154176287,1.114867762,1.076398299,1.038755138
1.601827351,1.537911654,1.475639059,1.414973073,1.355878277,1.298320285,1.242265707,1.187682114,1.134538003,1.082802764,1.032446648
1.517957386,1.464784802,1.412426205,1.360878999,1.3101406,1.260208432,1.211079934,1.162752552,1.115223746,1.068490984,1.022551747
1.54174767,1.484364044,1.42785706,1.372224549,1.31746435,1.263574309,1.210552278,1.158396118,1.107103695,1.056672884,1.007101566
1.501974422,1.449783753,1.398180471,1.347167568,1.296748056,1.246924968,1.19770136,1.149080304,1.101064897,1.053658257,1.006863521
1.50000723,1.448115039,1.396612571,1.345504831,1.294796914,1.244493999,1.194601357,1.145124352,1.096068438,1.047439169,0.999242194
1.441879049,1.398743884,1.355608718,1.312473553,1.269338387,1.226203222,1.183068056,1.13993289,1.096797725,1.053662559,1.010527394
1.533041043,1.476020319,1.419706963,1.364099097,1.309194851,1.254992359,1.201489764,1.148685215,1.096576867,1.045162882,0.994441428
1.466131893,1.416590142,1.367335795,1.318373813,1.26970927,1.22134736,1.173293398,1.125552822,1.078131202,1.031034239,0.984267771
1.502179345,1.448012943,1.394350066,1.341196274,1.288557208,1.236438595,1.184846244,1.133786054,1.083264011,1.033286191,0.983858762
1.397799662,1.35685663,1.315876746,1.274858887,1.233801885,1.192704522,1.151565531,1.110383589,1.069157317,1.027885278,0.98656597
1.38271919,1.344600704,1.306339083,1.267930394,1.22937056,1.190655348,1.151780368,1.112741064,1.073532704,1.034150372,0.994588959
1.344038771,1.309366961,1.274543181,1.239559235,1.204406328,1.169075008,1.133555106,1.097835664,1.061904859,1.025749914,0.989357003
1.250639963,1.225283641,1.199762142,1.174062889,1.148171995,1.122074088,1.095752105,1.069187059,1.042357751,1.015240446,0.987808476
1.204877222,1.185551009,1.166045173,1.146345169,1.126434843,1.106296197,1.085909117,1.065251057,1.044296657,1.023017292,1.001380525
1.210081708,1.190294824,1.170418282,1.150444048,1.130363098,1.110165264,1.08983904,1.069371363,1.048747331,1.027949877,1.006959353
1.276842121,1.248936131,1.220972903,1.192947318,1.164853626,1.136685351,1.108435165,1.080094752,1.051654626,1.023103928,0.994430158
1.234267891,1.20989793,1.185521615,1.161138325,1.136747353,1.112347898,1.08793904,1.063519722,1.039088722,1.014644621,0.990185759
1.160849208,1.14450677,1.128164331,1.111821892,1.095479454,1.079137015,1.062794577,1.046452138,1.030109699,1.013767261,0.997424822
1.105764338,1.094932851,1.084028784,1.073050667,1.061996987,1.050866193,1.039656689,1.028366834,1.016994944,1.005539286,0.993998076
1.119574245,1.10654196,1.093484548,1.080401263,1.067291329,1.054153936,1.040988242,1.027793372,1.014568412,1.001312412,0.988024378
1.090440717,1.079667066,1.068854297,1.058001209,1.047106548,1.036169007,1.025187225,1.014159784,1.003085203,0.991961935,0.980788368
1.051429744,1.044869286,1.038226035,1.031497637,1.024681648,1.017775529,1.010776642,1.003682244,0.996489485,0.989195398,0.981796897
1.076424044,1.066070645,1.05564263,1.045138511,1.03455676,1.02389581,1.013154049,1.002329821,0.991421428,0.98042712,0.969345101
1.018606838,1.013861309,1.009091891,1.004297622,0.999477489,0.994630426,0.989755303,0.984850928,0.979916043,0.974949311,0.969949322
1.028359263,1.02203958,1.015716539,1.009389993,1.003059787,0.996725759,0.990387733,0.984045527,0.977698943,0.971347774,0.964991799
1.03789299,1.032142795,1.026336357,1.020471754,1.014546975,1.008559915,1.00250837,0.996390029,0.990202471,0.983943158,0.977609422
0.976463851,0.976111048,0.975750824,0.97538286,0.975006816,0.974622332,0.974229026,0.973826494,0.973414307,0.972992007,0.972559108
0.93962726,0.942762477,0.946077448,0.949583211,0.953291724,0.957215971,0.961370066,0.96576938,0.970430688,0.975372331,0.980614401
0.964483,0.964301921,0.964274489,0.964410258,0.964719589,0.96521374,0.965904963,0.966806618,0.967933301,0.969300988,0.970927206
1.045358676,1.036690011,1.028021346,1.019352681,1.010684016,1.002015351,0.993346686,0.984678021,0.976009356,0.967340691,0.958672026
1.019607909,1.012930775,1.006232082,0.999511678,0.992769413,0.986005134,0.979218685,0.972409911,0.965578654,0.958724755,0.951848055
0.985455462,0.982945688,0.980423004,0.977887128,0.975337765,0.972774616,0.97019737,0.967605707,0.964999297,0.962377802,0.959740871
0.96107556,0.962881091,0.964635594,0.966338177,0.967987926,0.969583906,0.971125157,0.9726107,0.97403953,0.975410619,0.976722912
0.94463007,0.948050545,0.951312805,0.95441621,0.957360117,0.960143883,0.962766857,0.965228387,0.967527817,0.969664488,0.971637735
0.894147367,0.903850163,0.913335601,0.922602356,0.931649089,0.940474453,0.949077089,0.957455626,0.965608683,0.973534868,0.981232775
0.895877294,0.909371828,0.922660667,0.93574166,0.948612623,0.961271344,0.973715579,0.985943052,0.997951454,1.009738445,1.021301649
0.833289655,0.855204424,0.876981171,0.89861739,0.920110511,0.941457905,0.962656876,0.98370466,1.004598425,1.02533527,1.045912217
0.905369009,0.917704675,0.929805533,0.941669842,0.953295844,0.964681762,0.975825804,0.986726156,0.997380989,1.007788455,1.017946687
0.919826599,0.933110553,0.946048605,0.958640659,0.970886621,0.982786393,0.994339882,1.00554699,1.016407622,1.026921683,1.037089077
0.928020966,0.94010053,0.951926619,0.963497732,0.974812358,0.98586897,0.996666034,1.007202,1.017475307,1.027484381,1.037227637
0.931549203,0.944244149,0.956830992,0.969307853,0.981672809,0.99392389,1.006059082,1.018076321,1.029973495,1.041748441,1.053398943
0.939973937,0.952511846,0.965049755,0.977587664,0.990125573,1.002663482,1.015201392,1.027739301,1.04027721,1.052815119,1.065353028
0.975932586,0.986033067,0.99605348,1.00599369,1.015853565,1.025632971,1.035331774,1.044949839,1.054487031,1.063943217,1.073318261
1.02104667,1.026885517,1.032496987,1.037880105,1.043033887,1.047957345,1.052649485,1.057109308,1.061335809,1.065327976,1.069084792
1.100132941,1.094028006,1.087562317,1.080740641,1.073567661,1.066047979,1.058186116,1.049986516,1.041453544,1.032591494,1.023404582
1.232237608,1.211949517,1.191471113,1.170808291,1.149966706,1.128951785,1.107768736,1.086422561,1.064918066,1.043259868,1.02145241
1.337006428,1.303522444,1.27042077,1.237682603,1.205290352,1.173227544,1.141478733,1.110029427,1.078866009,1.047975678,1.017346385
1.359203134,1.3195905,1.280709771,1.242519484,1.204981249,1.16805947,1.131721097,1.0959354,1.06067377,1.02590954,0.991617821
1.509033079,1.44612306,1.385598031,1.32726876,1.270965518,1.216535629,1.163841382,1.112758241,1.063173305,1.014983982,0.968096837
1.444731392,1.393690505,1.343484788,1.294067876,1.245396774,1.197431557,1.150135098,1.10347283,1.057412527,1.011924111,0.966979475
1.491983023,1.434186316,1.377781597,1.322679641,1.268798687,1.216063674,1.164405573,1.113760789,1.064070637,1.015280877,0.967341304
1.46058428,1.407761381,1.355782491,1.304601004,1.254173681,1.204460354,1.155423658,1.10702879,1.059243295,1.012036867,0.96538118
1.459368704,1.407366677,1.355766504,1.304549472,1.253698013,1.203195615,1.153026747,1.103176786,1.053631951,1.004379243,0.955406394
1.436797281,1.3880767,1.339356118,1.290635536,1.241914954,1.193194373,1.144473791,1.095753209,1.047032627,0.998312046,0.949591464
1.394667085,1.350731904,1.306583921,1.262220878,1.217640484,1.172840414,1.127818312,1.082571787,1.037098413,0.991395731,0.945461243
1.370473013,1.330927932,1.291018226,1.250733854,1.210064399,1.168999056,1.127526613,1.085635428,1.043313414,1.000548011,0.957326169
1.316745448,1.286244297,1.255150686,1.223438138,1.191078577,1.1580422,1.124297348,1.089810353,1.054545382,1.018464257,0.981526258
1.188879217,1.172201193,1.154768145,1.136534265,1.117449962,1.097461463,1.076510366,1.054533127,1.031460484,1.0072168,0.981719306
1.165912867,1.152778446,1.138923496,1.124298861,1.108850815,1.09252051,1.075243354,1.056948291,1.037556975,1.016982807,0.995129819
1.143088696,1.129867052,1.116026991,1.101523226,1.086305937,1.07032019,1.053505265,1.035793867,1.017111222,0.997373999,0.976489056
1.109684947,1.098747231,1.087413796,1.075649573,1.063415222,1.050666462,1.037353272,1.023418927,1.008798838,0.993419141,0.977194966
1.028796849,1.02799834,1.026859915,1.025348724,1.023427542,1.021054018,1.018179761,1.01474922,1.010698313,1.005952722,1.000425764
1.014320304,1.013770136,1.012908961,1.011706318,1.010127636,1.008133514,1.005678844,1.002711748,0.999172248,0.994990628,0.990085369
0.985119463,0.990757579,0.996086956,1.001076702,1.005691657,1.009891638,1.013630503,1.016855006,1.019503376,1.021503536,1.022770866
0.932498112,0.942020676,0.951445202,0.960760978,0.969955673,0.979015017,0.987922407,0.996658409,1.005200127,1.013520397,1.021586742
0.933726335,0.942843811,0.951961288,0.961078765,0.970196241,0.979313718,0.988431194,0.997548671,1.006666148,1.015783624,1.024901101
0.948819344,0.959342885,0.969893364,0.980470864,0.991075467,1.001707257,1.012366318,1.023052733,1.033766586,1.044507963,1.055276948
0.908912363,0.925419499,0.942132476,0.959053637,0.976185359,0.993530057,1.011090182,1.028868224,1.046866709,1.065088206,1.08353532
0.952752482,0.966142599,0.979639133,0.993243144,1.006955711,1.020777924,1.034710889,1.048755727,1.062913574,1.07718558,1.091572914
0.942180379,0.957152019,0.97222227,0.987390804,1.002657291,1.018021406,1.033482821,1.049041213,1.06469626,1.08044764,1.096295033
0.919314108,0.934515508,0.949816592,0.965216868,0.980715847,0.996313044,1.012007977,1.027800166,1.043689137,1.059674415,1.075755532
0.946482015,0.959092956,0.971770032,0.984513273,0.997322706,1.010198361,1.023140266,1.036148449,1.04922294,1.062363766,1.075570957
0.961538666,0.97495191,0.988466811,1.002084264,1.015805178,1.02963047,1.04356107,1.057597917,1.071741964,1.085994172,1.100355516
1.095720743,1.094121465,1.092380758,1.090500265,1.088481601,1.086326357,1.084036099,1.081612371,1.079056691,1.076370556,1.07355544
1.136980034,1.132027301,1.126885582,1.121556996,1.116043627,1.110347531,1.104470732,1.098415224,1.092182974,1.085775917,1.079195962
1.204246332,1.189132204,1.174002093,1.158856437,1.143695664,1.128520182,1.113330386,1.098126657,1.082909362,1.067678857,1.052435484
1.251971769,1.233238796,1.214600068,1.196052483,1.177593077,1.159219013,1.140927571,1.12271615,1.104582253,1.086523489,1.068537562
1.268767765,1.248114792,1.227461819,1.206808846,1.186155873,1.165502901,1.144849928,1.124196955,1.103543982,1.082891009,1.062238036
1.199503399,1.184257029,1.168866573,1.153332156,1.137653907,1.121831951,1.105866415,1.089757425,1.073505108,1.057109589,1.040570993
1.239363104,1.21549497,1.191781726,1.168221295,1.144811634,1.121550738,1.098436638,1.075467398,1.052641117,1.029955926,1.007409989
1.220209557,1.199347481,1.178520327,1.157727996,1.136970391,1.116247414,1.095558969,1.074904958,1.054285286,1.033699857,1.013148575
1.248590772,1.224449404,1.200487583,1.176701517,1.153087519,1.129642006,1.106361493,1.08324259,1.060281999,1.037476512,1.014823008
1.298997923,1.269500267,1.240414269,1.211729846,1.183437242,1.155527014,1.127990022,1.100817412,1.07400061,1.047531309,1.021401457
1.304947126,1.27602819,1.247414025,1.219101573,1.191087813,1.163369769,1.135944499,1.108809103,1.08196072,1.055396524,1.029113727
1.264889035,1.238441756,1.21220232,1.186169973,1.16034396,1.134723534,1.109307947,1.084096459,1.059088331,1.034282828,1.009679219
1.154685689,1.14076124,1.12674602,1.112638011,1.098435137,1.084135258,1.06973617,1.055235599,1.040631206,1.025920575,1.011101217
1.127055262,1.116231737,1.105314246,1.094299807,1.083185307,1.071967499,1.060642996,1.049208258,1.03765959,1.025993127,1.01420483
1.081949627,1.076131931,1.070229867,1.064240051,1.058158916,1.051982702,1.045707436,1.039328924,1.032842727,1.026244153,1.019528231
0.997375257,0.999511801,1.001539011,1.003452297,1.005246808,1.006917415,1.008458688,1.009864877,1.011129883,1.012247236,1.013210066
0.892525641,0.905371748,0.918217856,0.931063964,0.943910071,0.956756179,0.969602287,0.982448395,0.995294502,1.00814061,1.020986718
0.858559771,0.87446293,0.890438731,0.906486327,0.922604888,0.938793595,0.955051642,0.971378235,0.987772591,1.004233942,1.020761529
0.8879014,0.901274572,0.9146628,0.928066017,0.941484156,0.954917152,0.968364938,0.981827449,0.995304619,1.008796385,1.022302682
0.888902507,0.902833161,0.916795828,0.930790499,0.944817164,0.958875812,0.972966432,0.987089017,1.001243554,1.015430033,1.029648446
0.868044366,0.883371298,0.898755469,0.914196192,0.929692788,0.94524459,0.96085094,0.976511193,0.992224711,1.00799087,1.023809052
0.843894512,0.861648219,0.879540903,0.897571826,0.915740256,0.934045466,0.952486735,0.971063345,0.989774585,1.008619748,1.027598131
0.910943642,0.923505958,0.936049766,0.948574919,0.961081269,0.973568666,0.986036959,0.998485995,1.010915619,1.023325674,1.035716004
0.89923216,0.913120216,0.927041852,0.940997422,0.954987288,0.969011816,0.983071378,0.99716635,1.011297113,1.025464056,1.039667572
0.971510364,0.979459625,0.987200872,0.994732226,1.00205178,1.009157609,1.016047761,1.02272026,1.029173109,1.035404284,1.041411735
0.938702032,0.948512583,0.958191338,0.967736879,0.977147769,0.986422551,0.995559746,1.004557854,1.013415352,1.022130695,1.030702316
