LBM 100E,LBM 90E,LBM 80E,LBM 70E,LBM 60E,LBM 50E,LBM 40E,LBM 30E,LBM 20E,LBM 10E,LBM 100F
0.573457996,0.614854857,0.656215738,0.697537835,0.738818041,0.780052911,0.821238612,0.862370864,0.903444878,0.944455272,0.985395983
0.566239531,0.60860265,0.651442907,0.694804605,0.738737708,0.783298772,0.828552073,0.874570967,0.921439556,0.969254728,1.018128683
0.581472056,0.621339028,0.662017657,0.703591991,0.746158099,0.789826296,0.834723888,0.880998576,0.928822704,0.97839863,1.029965551
0.415366287,0.470881302,0.527707043,0.585989949,0.64589912,0.707630872,0.771414443,0.837519198,0.90626381,0.978028084,1.05326835
0.534288292,0.586522151,0.639029745,0.691834572,0.744962896,0.798444174,0.852311544,0.906602434,0.961359266,1.016630326,1.072470809
0.518707033,0.574985154,0.631263275,0.687541396,0.743819517,0.800097637,0.856375758,0.912653879,0.968932,1.025210121,1.081488242
0.713689203,0.768708008,0.819674663,0.866671489,0.909778594,0.949073943,0.984633433,1.016530958,1.044838477,1.069626074,1.090962025
0.719354203,0.776164267,0.828726415,0.877015858,0.921007612,0.960676499,0.995997143,1.026943969,1.053491203,1.075612866,1.093282775
0.721151032,0.777309396,0.829296672,0.877151968,0.920913906,0.960620624,0.996309793,1.028018615,1.055783835,1.079641748,1.099628205
0.882273766,0.929223912,0.969354966,1.003175199,1.031143593,1.053675677,1.071148546,1.083905208,1.092258349,1.096493609,1.09687245
1.105963279,1.138758837,1.162106668,1.177091846,1.184639407,1.18554281,1.180486527,1.170064131,1.154792905,1.135125713,1.111460731
1.176895116,1.196316351,1.207133251,1.210644065,1.207898373,1.1997539,1.186918437,1.169981234,1.149436816,1.125703281,1.099136521
1.316906034,1.318230161,1.311529496,1.298237946,1.279466995,1.25609151,1.228809522,1.198184756,1.164677451,1.128667066,1.090469255
1.168449612,1.1794776,1.183553048,1.181889846,1.175434839,1.164937431,1.1509985,1.134105458,1.114657825,1.092986186,1.069366444
1.146673311,1.164724625,1.174660343,1.177736619,1.174963085,1.167160499,1.155002936,1.139049157,1.119766253,1.097547708,1.072727345
1.327306615,1.293397074,1.26324796,1.235845113,1.210508977,1.186767117,1.164280896,1.142801242,1.122140873,1.102156254,1.082735529
1.150004996,1.149493325,1.146531042,1.141664261,1.135288048,1.127695268,1.119107623,1.109696033,1.099594383,1.088909045,1.077725593
1.30704753,1.284122225,1.261196919,1.238271614,1.215346309,1.192421003,1.169495698,1.146570393,1.123645087,1.100719782,1.077794477
0.935657576,0.947729643,0.960048734,0.972631976,0.985498122,0.99866774,1.012163441,1.026010143,1.040235364,1.05486958,1.069946627
0.954598688,0.962918921,0.97183306,0.981396666,0.991672453,1.002731478,1.014654575,1.027534101,1.041476057,1.056602713,1.073055847
0.917646091,0.929111043,0.940990123,0.95331627,0.96612601,0.979459959,0.993363413,1.007887041,1.023087707,1.039029446,1.055784631
1.19267315,1.173973058,1.155305371,1.136672643,1.118077707,1.099523707,1.081014148,1.062552945,1.04414449,1.025793719,1.007506207
1.051303129,1.046679787,1.04245857,1.038680643,1.035392982,1.032649447,1.030512088,1.02905276,1.028355143,1.028517277,1.029654784
1.002969667,1.003779461,1.005031753,1.006768191,1.00903582,1.011887983,1.015385413,1.019597559,1.024604207,1.030497476,1.0373843
0.978974751,0.981686091,0.984999708,0.988978419,0.993694094,0.999229341,1.005679597,1.013155714,1.021787204,1.031726335,1.043153366
1.032909849,1.032575966,1.032532347,1.032802684,1.03341332,1.034393629,1.035776468,1.037598704,1.03990185,1.042732816,1.04614482
0.996193222,0.996872236,0.997950357,0.999463817,1.001453369,1.003965014,1.007050879,1.010770271,1.015190951,1.020390704,1.026459259
1.216310312,1.197524069,1.17871215,1.159873535,1.141007152,1.12211187,1.103186496,1.084229769,1.065240359,1.046216857,1.027157774
1.225070409,1.204207075,1.183336644,1.16245885,1.141573413,1.120680037,1.099778412,1.078868211,1.057949089,1.037020684,1.016082613
0.848805015,0.862430683,0.876056352,0.88968202,0.903307689,0.916933357,0.930559026,0.944184694,0.957810363,0.971436031,0.9850617
0.981114567,0.983425409,0.985545074,0.987478422,0.989230154,0.990804813,0.992206789,0.993440333,0.994509553,0.995418427,0.996170805
0.914554763,0.92395451,0.933159833,0.942169233,0.950981191,0.959594176,0.968006641,0.97621702,0.984223733,0.992025184,0.999619759
1.032645023,1.032755888,1.032520599,1.031944535,1.031032964,1.029791043,1.028223827,1.026336267,1.024133215,1.021619424,1.018799554
0.815280764,0.837246698,0.859918452,0.883347155,0.907588997,0.932705871,0.958766116,0.985845375,1.014027604,1.043406238,1.074085575
0.884759347,0.899755409,0.914806607,0.929916087,0.945087239,0.96032372,0.975629482,0.991008803,1.00646632,1.022007068,1.037636525
0.950011291,0.959977081,0.969660345,0.979051861,0.988142003,0.996920715,1.005377491,1.013501344,1.021280784,1.028703784,1.035757752
0.921272914,0.932227779,0.942970115,0.953492354,0.963786564,0.973844428,0.983657218,0.993215771,1.002510464,1.011531178,1.020267274
0.922510584,0.932767947,0.942805632,0.952618188,0.962199981,0.971545189,0.980647791,0.989501562,0.998100059,1.006436618,1.01450434
0.897669348,0.909819298,0.921852368,0.933765053,0.945553703,0.957214522,0.968743556,0.980136687,0.991389622,1.002497888,1.013456817
0.891341158,0.903277267,0.915086169,0.926763681,0.938305435,0.949706869,0.960963213,0.972069477,0.983020443,0.993810644,1.004434358
0.83388658,0.849840157,0.865936677,0.882181283,0.898579369,0.915136593,0.931858894,0.948752512,0.965824003,0.983080266,1.000528557
1.139239677,1.126960821,1.114681965,1.102403109,1.090124253,1.077845397,1.065566541,1.053287685,1.041008829,1.028729974,1.016451118
1.112930227,1.10061539,1.08830439,1.075997283,1.063694128,1.051394984,1.039099913,1.026808975,1.014522234,1.002239755,0.989961604
1.17481022,1.155427263,1.136079608,1.11676815,1.09749381,1.078257545,1.059060341,1.039903221,1.020787245,1.001713507,0.982683143
1.119272869,1.103979437,1.088687757,1.073397886,1.058109882,1.042823808,1.02753973,1.012257715,0.996977834,0.981700161,0.966424775
1.063660017,1.052207845,1.040755704,1.029303596,1.017851521,1.006399483,0.99494748,0.983495516,0.972043592,0.960591708,0.949139868
0.936927903,0.936132555,0.935460777,0.934919259,0.934515187,0.93425628,0.934150849,0.934207853,0.93443696,0.934848621,0.93545415
0.91943449,0.918561264,0.917785692,0.917112681,0.916547475,0.916095679,0.915763296,0.915556759,0.915482971,0.915549352,0.915763881
0.859992604,0.864525133,0.869193962,0.87400574,0.878967561,0.884086994,0.889372125,0.894831603,0.900474692,0.906311321,0.912352151
0.930582597,0.928092792,0.925636003,0.923213557,0.920826855,0.918477375,0.916166675,0.913896404,0.911668305,0.909484222,0.907346108
0.919558667,0.918201417,0.916868713,0.915561485,0.914280711,0.913027418,0.911802687,0.910607659,0.909443534,0.908311578,0.907213126
0.84350289,0.848608368,0.85378529,0.859036603,0.864365418,0.86977502,0.875268885,0.880850689,0.886524326,0.892293925,0.898163863
0.85101244,0.856007475,0.860938516,0.86580387,0.870601788,0.875330453,0.879987987,0.884572442,0.889081796,0.893513955,0.897866744
0.858129452,0.861659054,0.865188656,0.868718258,0.87224786,0.875777462,0.879307064,0.882836665,0.886366267,0.889895869,0.893425471
0.845239645,0.851297678,0.857404033,0.863559473,0.869764779,0.876020747,0.882328191,0.888687942,0.89510085,0.901567781,0.908089623
0.797862297,0.807192647,0.816746968,0.826535047,0.836567254,0.846854577,0.857408675,0.86824193,0.8793675,0.890799385,0.902552492
0.827656204,0.835138857,0.842767709,0.850548886,0.858488859,0.86659447,0.874872962,0.883332004,0.891979729,0.900824762,0.909876264
0.878402264,0.882479429,0.886571884,0.890680203,0.894804987,0.898946867,0.903106509,0.907284612,0.911481914,0.915699191,0.919937264
1.009288091,1.001695202,0.993832412,0.985693716,0.977272925,0.968563667,0.959559375,0.950253283,0.940638414,0.930707576,0.92045335
1.014154557,1.006958661,0.9995269,0.991854821,0.983937861,0.975771338,0.96735045,0.958670271,0.949725749,0.940511696,0.931022793
1.141830786,1.121759739,1.101508671,1.081077831,1.060467467,1.039677827,1.018709157,0.997561704,0.976235715,0.954731435,0.933049108
1.211344393,1.18686445,1.161856218,1.136311975,1.110223847,1.083583805,1.056383659,1.02861506,1.000269491,0.971338261,0.941812507
1.361882484,1.323304404,1.284107934,1.244287696,1.203838249,1.16275409,1.121029651,1.078659298,1.035637331,0.991957983,0.947615419
1.577225768,1.514089307,1.450880555,1.387600281,1.324249245,1.260828194,1.197337867,1.133778991,1.070152283,1.00645845,0.942698191
1.667222162,1.591550801,1.516524732,1.442128642,1.368347699,1.295167531,1.222574215,1.150554249,1.079094547,1.008182415,0.937805542
1.732414122,1.653961752,1.575509383,1.497057013,1.418604644,1.340152274,1.261699905,1.183247535,1.104795166,1.026342796,0.947890427
1.70861687,1.633808827,1.55876791,1.483492598,1.407981359,1.332232645,1.256244898,1.180016542,1.103545991,1.026831642,0.949871881
1.552012213,1.500444609,1.447336871,1.392658302,1.336377387,1.278461761,1.218878181,1.157592496,1.094569619,1.029773488,0.96316704
1.548253117,1.498426972,1.447012931,1.393969142,1.339252267,1.282817419,1.224618091,1.164606081,1.102731416,1.03894227,0.973184872
1.539313028,1.489750627,1.438729186,1.38619653,1.332097971,1.276376148,1.218970863,1.159818906,1.098853861,1.036005902,0.971201571
1.418470329,1.384116666,1.348037967,1.310131345,1.270285569,1.228380192,1.184284586,1.137856833,1.088942485,1.037373151,0.98296488
1.334759878,1.312262374,1.28745812,1.260221078,1.230415858,1.197896833,1.162507154,1.124077648,1.082425581,1.037353275,0.988646545
1.380397446,1.351798546,1.321409429,1.289108799,1.254764152,1.218230447,1.179348585,1.13794367,1.093822995,1.046773713,0.996560139
1.282304072,1.261546504,1.239430381,1.215826691,1.190589553,1.163553369,1.134529371,1.103301426,1.06962089,1.033200253,0.993705243
1.184329812,1.171301475,1.157340343,1.142336675,1.126162811,1.108669361,1.089680378,1.068987176,1.046340354,1.021439348,0.993918604
1.139755958,1.130076516,1.119942707,1.109291633,1.098048226,1.086122156,1.073403737,1.059758461,1.045019543,1.028977634,1.011366307
1.100181388,1.094566128,1.088578159,1.082164342,1.075260931,1.067790789,1.059659677,1.050751236,1.040920091,1.029982207,1.017701124
1.091541118,1.084211346,1.076881574,1.069551801,1.062222029,1.054892257,1.047562485,1.040232713,1.03290294,1.025573168,1.018243396
1.153245199,1.138506861,1.123854865,1.109289364,1.094810512,1.080418463,1.066113372,1.051895394,1.037764684,1.023721397,1.00976569
1.195187166,1.174162675,1.153467911,1.133097009,1.113044245,1.093304028,1.073870897,1.054739518,1.035904679,1.017361288,0.999104369
1.197689804,1.176097989,1.154823847,1.133862639,1.113209722,1.092860542,1.072810637,1.053055629,1.033591229,1.014413226,0.995517493
1.169520506,1.151909803,1.134470454,1.117201417,1.100101656,1.083170144,1.066405863,1.049807804,1.033374962,1.017106346,1.001000968
1.177108951,1.158530016,1.140156334,1.12198614,1.104017691,1.086249261,1.068679148,1.051305665,1.034127147,1.017141947,1.000348435
1.311455583,1.276296063,1.242106073,1.208851939,1.176501524,1.14502415,1.11439051,1.084572594,1.055543619,1.027277962,0.999751096
1.292090373,1.259997314,1.228407132,1.197313812,1.166711431,1.136594163,1.106956272,1.077792111,1.049096124,1.02086284,0.993086874
1.288889616,1.258260481,1.227958428,1.197982786,1.168332882,1.139008047,1.110007613,1.081330914,1.052977286,1.024946066,0.997236595
1.376289212,1.336882421,1.297857237,1.259214161,1.220953697,1.183076347,1.145582616,1.10847301,1.071748033,1.035408195,0.999454002
1.263107548,1.236039415,1.209090338,1.1822616,1.155554505,1.128970373,1.102510545,1.076176382,1.049969262,1.023890588,0.997941778
1.415136361,1.372182566,1.329597202,1.287381665,1.245537358,1.204065693,1.162968087,1.122245966,1.081900762,1.041933914,1.00234687
1.356981787,1.321028861,1.285075935,1.249123009,1.213170083,1.177217157,1.141264231,1.105311305,1.069358379,1.033405453,0.997452527
1.291173291,1.262461834,1.233523687,1.204354205,1.174948616,1.145302012,1.115409353,1.085265454,1.054864984,1.024202462,0.993272247
1.272328797,1.246308982,1.219945844,1.193234174,1.16616866,1.138743879,1.110954297,1.082794267,1.054258023,1.025339682,0.996033233
1.313243666,1.282189242,1.250978432,1.219608173,1.188075324,1.15637666,1.124508871,1.092468555,1.060252223,1.027856288,0.995277066
